"Name","Size"
"C:\Users\saulius.petraitis\.afirma","0,0986003875732422"
"C:\Users\saulius.petraitis\.android","9098,57897949219"
"C:\Users\saulius.petraitis\.BawtLogViewer","0,000567436218261719"
"C:\Users\saulius.petraitis\.docker","0"
"C:\Users\saulius.petraitis\.dotnet","0,00215053558349609"
"C:\Users\saulius.petraitis\.eclipse","12,9524030685425"
"C:\Users\saulius.petraitis\.fnmt","1,98503494262695"
"C:\Users\saulius.petraitis\.InstallAnywhere","0"
"C:\Users\saulius.petraitis\.mcard","0,0619316101074219"
"C:\Users\saulius.petraitis\.ms-ad","0"
"C:\Users\saulius.petraitis\.nuget","274,22337436676"
"C:\Users\saulius.petraitis\.openjfx","124,041130065918"
"C:\Users\saulius.petraitis\.p2","701,485314369202"
"C:\Users\saulius.petraitis\.soapuios","3,19545269012451"
"C:\Users\saulius.petraitis\3D Objects","0"
"C:\Users\saulius.petraitis\Contacts","0"
"C:\Users\saulius.petraitis\Desktop","107,345170021057"
"C:\Users\saulius.petraitis\Documents","18638,1554136276"
"C:\Users\saulius.petraitis\Downloads","0"
"C:\Users\saulius.petraitis\eclipse","85,4101552963257"
"C:\Users\saulius.petraitis\eclipse-workspace","0,536530494689941"
"C:\Users\saulius.petraitis\Favorites","0,000568389892578125"
"C:\Users\saulius.petraitis\Links","0,00341796875"
"C:\Users\saulius.petraitis\Microsoft","929,474147796631"
"C:\Users\saulius.petraitis\MikrodiagramLibrary","0"
"C:\Users\saulius.petraitis\Music","0,000533103942871094"
"C:\Users\saulius.petraitis\narbutaspreactorcustumizations","84,8437080383301"
"C:\Users\saulius.petraitis\NCH Software Suite","0,0358543395996094"
"C:\Users\saulius.petraitis\OneDrive","0"
"C:\Users\saulius.petraitis\OneDrive - Narbutas International, UAB","8498,17289066315"
"C:\Users\saulius.petraitis\Pictures","7053,59461784363"
"C:\Users\saulius.petraitis\Postman","0"
"C:\Users\saulius.petraitis\Saved Games","0"
"C:\Users\saulius.petraitis\Searches","0,000819206237792969"
"C:\Users\saulius.petraitis\source","23,8387994766235"
"C:\Users\saulius.petraitis\temp","0"
"C:\Users\saulius.petraitis\TOSHIBA","10,9089984893799"
"C:\Users\saulius.petraitis\untitled","0,106232643127441"
"C:\Users\saulius.petraitis\Videos","0"
"C:\Users\saulius.petraitis\vmlogs","0,00780487060546875"
"C:\Users\saulius.petraitis\.bash_history","0,00282859802246094"
"C:\Users\saulius.petraitis\.emulator_console_auth_token","1,52587890625E-05"
"C:\Users\saulius.petraitis\.gitconfig","0,000113487243652344"
"C:\Users\saulius.petraitis\default-soapui-workspace.xml","0,000820159912109375"
"C:\Users\saulius.petraitis\error.log","0,00597858428955078"
"C:\Users\saulius.petraitis\minotauras.goblinas.lt","0"
"C:\Users\saulius.petraitis\nuuid.ini","4,29153442382813E-05"
"C:\Users\saulius.petraitis\soapui-settings.xml","0,00268268585205078"
"C:\Users\saulius.petraitis\SoapUI-x64-5.6.1.exe","321,414428710938"
"C:\Users\saulius.petraitis\useruid.ini","5,05447387695313E-05"
"C:\Users\saulius.petraitis\.afirma\AutoFirma","0"
"C:\Users\saulius.petraitis\.afirma\AUTOFIRMA.afirma.log.xml","0,0132379531860352"
"C:\Users\saulius.petraitis\.afirma\AUTOFIRMA.afirma.log.xml.1","0,0369377136230469"
"C:\Users\saulius.petraitis\.afirma\AUTOFIRMA.afirma.log.xml.1.lck","0"
"C:\Users\saulius.petraitis\.afirma\AUTOFIRMA.afirma.log.xml.2","0,0369358062744141"
"C:\Users\saulius.petraitis\.afirma\AUTOFIRMA.afirma.log.xml.2.lck","0"
"C:\Users\saulius.petraitis\.afirma\AUTOFIRMA.afirma.log.xml.3","0,00409698486328125"
"C:\Users\saulius.petraitis\.afirma\AUTOFIRMA.afirma.log.xml.lck","0"
"C:\Users\saulius.petraitis\.afirma\AUTOFIRMA_CONFIGURATOR.afirma.log.xml","0,00739192962646484"
"C:\Users\saulius.petraitis\.android\avd","9098,56886100769"
"C:\Users\saulius.petraitis\.android\breakpad","0"
"C:\Users\saulius.petraitis\.android\studio","0,000833511352539063"
"C:\Users\saulius.petraitis\.android\adbkey","0,00165176391601563"
"C:\Users\saulius.petraitis\.android\analytics.settings","0,000121116638183594"
"C:\Users\saulius.petraitis\.android\devices.xml","0,00274658203125"
"C:\Users\saulius.petraitis\.android\emu-last-feature-flags.protobuf","0,004425048828125"
"C:\Users\saulius.petraitis\.android\emu-update-last-check.ini","6,38961791992188E-05"
"C:\Users\saulius.petraitis\.android\maps.key","0,000113487243652344"
"C:\Users\saulius.petraitis\.android\modem-nv-ram-5554","0,000163078308105469"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd","9098,56869220734"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.ini","0,000168800354003906"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\data","0,0625"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\snapshots","3072,06250953674"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\tmpAdbCmds","0"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\AVD.conf","0,000176429748535156"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\cache.img","66"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\cache.img.qcow2","0,18798828125"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\config.ini","0,00118446350097656"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\emu-launch-params.txt","0,00026702880859375"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\emulator-user.ini","5,14984130859375E-05"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\encryptionkey.img","1"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\encryptionkey.img.qcow2","0,375"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\hardware-qemu.ini","0,00400638580322266"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\multiinstance.lock","0"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\read-snapshot.txt","0"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\sdcard.img","512"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\sdcard.img.qcow2","0,5625"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\userdata-qemu.img","5120"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\userdata-qemu.img.qcow2","325,3125"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\userdata.img","1"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\version_num.cache","8,58306884765625E-06"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\data\misc","0,0625"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\data\misc\pstore","0,0625"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\data\misc\pstore\pstore.bin","0,0625"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\snapshots\default_boot","3072,06250953674"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\snapshots\default_boot\ram.img","3072,0625"
"C:\Users\saulius.petraitis\.android\avd\Samsung_galaxy_tab_active_2_API_28.avd\snapshots\default_boot\snapshot.pb","9,5367431640625E-06"
"C:\Users\saulius.petraitis\.android\studio\installer","0,000833511352539063"
"C:\Users\saulius.petraitis\.android\studio\installer\firstrun.data","0,000833511352539063"
"C:\Users\saulius.petraitis\.BawtLogViewer\BawtLogViewer.cfg","0,000567436218261719"
"C:\Users\saulius.petraitis\.dotnet\TelemetryStorageService","0,00189208984375"
"C:\Users\saulius.petraitis\.dotnet\3.1.100_IsDockerContainer.dotnetUserLevelCache","4,76837158203125E-06"
"C:\Users\saulius.petraitis\.dotnet\3.1.100_MachineId.dotnetUserLevelCache","6,103515625E-05"
"C:\Users\saulius.petraitis\.dotnet\3.1.101_IsDockerContainer.dotnetUserLevelCache","4,76837158203125E-06"
"C:\Users\saulius.petraitis\.dotnet\3.1.101_MachineId.dotnetUserLevelCache","6,103515625E-05"
"C:\Users\saulius.petraitis\.dotnet\5.0.403_IsDockerContainer.dotnetUserLevelCache","4,76837158203125E-06"
"C:\Users\saulius.petraitis\.dotnet\5.0.403_MachineId.dotnetUserLevelCache","6,103515625E-05"
"C:\Users\saulius.petraitis\.dotnet\MachineId.v1.dotnetUserLevelCache","6,103515625E-05"
"C:\Users\saulius.petraitis\.dotnet\TelemetryStorageService\20211202155123_fbdd490461da4fc9a16b7ac5e1768b12.trn","0,000904083251953125"
"C:\Users\saulius.petraitis\.dotnet\TelemetryStorageService\20211202155124_e32a5fcef09d4a79bbeafcb9ed186324.trn","0,000988006591796875"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.equinox.security","0,000115394592285156"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.jreinfo","0,000210762023925781"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2","3,79667949676514"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.setup","1,23437881469727"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.setup.installer","3,4332275390625E-05"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.tips.state","0"
"C:\Users\saulius.petraitis\.eclipse\org.jkiss.dbeaver.product_22.2.2_1535670467_win32_win32_x86_64","3,68357944488525"
"C:\Users\saulius.petraitis\.eclipse\org.jkiss.dbeaver.product_7.2.0_1535670467_win32_win32_x86_64","4,23740482330322"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.equinox.security\secure_storage","0,000115394592285156"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.jreinfo\defaults.properties","8,7738037109375E-05"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.jreinfo\infos.txt","0,000123023986816406"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache","3,79642963409424"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\agents.info","3,0517578125E-05"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\defaults.info","0,000219345092773438"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\https___download.eclipse.org_releases_2019-12_201912181000_artifacts.xml.xz","0,611778259277344"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\https___download.eclipse.org_releases_2019-12_201912181000_content.xml.xz","0,80841064453125"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\https___download.eclipse.org_releases_2019-12_201912181000_p2.index","0,000107765197753906"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\https___download.eclipse.org_releases_2019-12_compositeArtifacts.jar","0,000460624694824219"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\https___download.eclipse.org_releases_2019-12_compositeContent.jar","0,000459671020507813"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\https___download.eclipse.org_releases_2019-12_p2.index","0,000119209289550781"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\https___download.eclipse.org_technology_epp_packages_2019-12_artifacts.xml.xz","0,00222396850585938"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\https___download.eclipse.org_technology_epp_packages_2019-12_content.xml.xz","0,0187110900878906"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\https___download.eclipse.org_technology_epp_packages_2019-12_p2.index","0,000107765197753906"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_cbi_tpd_3.0.0-SNAPSHOT_artifacts.xml.xz","0,00106048583984375"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_cbi_tpd_3.0.0-SNAPSHOT_content.xml.xz","0,006103515625"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_cbi_tpd_3.0.0-SNAPSHOT_p2.index","0,000107765197753906"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_eclipse_updates_4.14_categories_content.jar","0,00142765045166016"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_eclipse_updates_4.14_categories_p2.index","5,53131103515625E-05"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_eclipse_updates_4.14_compositeArtifacts.jar","0,000418663024902344"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_eclipse_updates_4.14_compositeContent.jar","0,000425338745117188"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_eclipse_updates_4.14_p2.index","0,000119209289550781"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_eclipse_updates_4.14_R-4.14-201912100610_artifacts.xml.xz","0,105457305908203"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_eclipse_updates_4.14_R-4.14-201912100610_content.xml.xz","0,114185333251953"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_eclipse_updates_4.14_R-4.14-201912100610_p2.index","0,000107765197753906"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_modeling_gmp_gmf-tooling_updates_releases-3.3.1a_artifacts.jar","0,00351905822753906"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_modeling_gmp_gmf-tooling_updates_releases-3.3.1a_content.jar","0,0262985229492188"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_modeling_gmp_gmf-tooling_updates_releases-3.3.1a_p2.index","0,000102043151855469"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_modeling_mdt_papyrus_updates_releases_2019-12_4.6.0_compositeArtifacts.xml","0,000364303588867188"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_modeling_mdt_papyrus_updates_releases_2019-12_4.6.0_compositeContent.xml","0,000364303588867188"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_modeling_mdt_papyrus_updates_releases_2019-12_4.6.0_main_artifacts.xml.xz","0,0828933715820313"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_modeling_mdt_papyrus_updates_releases_2019-12_4.6.0_main_content.xml.xz","0,103702545166016"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_modeling_mdt_papyrus_updates_releases_2019-12_4.6.0_main_p2.index","0,000107765197753906"
"C:\Users\saulius.petraitis\.eclipse\org.eclipse.oomph.p2\cache\http___download.eclipse.org_modeling_mdt_papyrus_updates_releases_2019-12_4.6.0_p2.index","0,000119209289550781"
