"Name","Size(MB)","LastModified"
"C:\Users\FUP1\.ms-ad","0","10/5/2022 9:32:20 AM"
"C:\Users\FUP1\3D Objects","0","10/5/2022 9:30:00 AM"
"C:\Users\FUP1\Contacts","0","10/5/2022 9:30:02 AM"
"C:\Users\FUP1\Documents","0","12/16/2022 6:12:01 PM"
"C:\Users\FUP1\Downloads","117.429809570313","11/24/2022 11:35:22 AM"
"C:\Users\FUP1\Favorites","0.0001983642578125","10/5/2022 9:30:02 AM"
"C:\Users\FUP1\Links","0.00136661529541016","10/5/2022 9:30:03 AM"
"C:\Users\FUP1\Music","0","10/5/2022 9:30:02 AM"
"C:\Users\FUP1\OneDrive","0","10/5/2022 9:31:08 AM"
"C:\Users\FUP1\OneDrive - Narbutas","62.3315563201904","3/10/2023 5:59:31 AM"
"C:\Users\FUP1\Saved Games","0","10/5/2022 9:30:03 AM"
"C:\Users\FUP1\Searches","0.000819206237792969","10/5/2022 9:30:44 AM"
"C:\Users\FUP1\Videos","0","10/7/2022 12:44:02 PM"
"C:\Users\FUP1\Downloads\x64","0.123855590820313","11/24/2022 11:34:15 AM"
"C:\Users\FUP1\Downloads\Honeywell_2022.2 (1).exe","54.3678359985352","10/5/2022 9:39:30 AM"
"C:\Users\FUP1\Downloads\Honeywell_2022.2.exe","54.3678359985352","10/5/2022 9:38:47 AM"
"C:\Users\FUP1\Downloads\InstallUtil.InstallLog","0.000732421875","11/24/2022 11:35:22 AM"
"C:\Users\FUP1\Downloads\Lenovo.Vantage.ServiceSetup.exe","8.56954956054688","11/24/2022 11:34:00 AM"
"C:\Users\FUP1\Downloads\x64\VantageRpcClient.dll","0.123855590820313","5/6/2022 11:26:38 PM"
"C:\Users\FUP1\Favorites\Links","0","10/5/2022 9:29:59 AM"
"C:\Users\FUP1\Favorites\Bing.url","0.0001983642578125","3/1/2023 10:57:48 AM"
"C:\Users\FUP1\Links\Desktop.lnk","0.0004730224609375","10/5/2022 9:30:03 AM"
"C:\Users\FUP1\Links\Downloads.lnk","0.000893592834472656","10/5/2022 9:30:03 AM"
"C:\Users\FUP1\OneDrive - Narbutas\Desktop","62.3315563201904","3/8/2023 11:26:23 AM"
"C:\Users\FUP1\OneDrive - Narbutas\Documents","0","3/8/2023 11:26:21 AM"
"C:\Users\FUP1\OneDrive - Narbutas\Pictures","0","3/8/2023 11:26:21 AM"
"C:\Users\FUP1\OneDrive - Narbutas\Desktop\Seagull","62.3297271728516","10/5/2022 9:39:41 AM"
"C:\Users\FUP1\OneDrive - Narbutas\Desktop\AXAPTA_Darbine_LT.lnk","0.00182914733886719","5/7/2020 10:28:00 AM"
"C:\Users\FUP1\OneDrive - Narbutas\Desktop\Seagull\2022.2","62.3297271728516","10/5/2022 9:40:48 AM"
"C:\Users\FUP1\OneDrive - Narbutas\Desktop\Seagull\2022.2\Common","17.250714302063","10/5/2022 9:39:41 AM"
