"Name","Size(MB)","LastModified"
"C:\Users\ilona.mikucionyte\Downloads\CSV1103314690.csv","0,00135421752929688","2022-06-13 09:52:23"
"C:\Users\ilona.mikucionyte\Downloads\CSV1105652058.csv","0,000864028930664063","2022-08-19 16:24:05"
"C:\Users\ilona.mikucionyte\Downloads\CSV1106404230.csv","0,00127983093261719","2023-01-12 07:26:45"
"C:\Users\ilona.mikucionyte\Downloads\CSV110676575.csv","0,00157928466796875","2022-08-17 15:49:27"
"C:\Users\ilona.mikucionyte\Downloads\CSV1108231362.csv","0,001556396484375","2022-01-24 07:24:12"
"C:\Users\ilona.mikucionyte\Downloads\CSV111206369.csv","0,000898361206054688","2022-07-22 19:06:52"
"C:\Users\ilona.mikucionyte\Downloads\CSV1124034825.csv","0,000802993774414063","2022-05-19 06:45:56"
"C:\Users\ilona.mikucionyte\Downloads\CSV1134383433.csv","0,000852584838867188","2023-03-08 12:12:07"
"C:\Users\ilona.mikucionyte\Downloads\CSV1137428230.csv","0,000865936279296875","2022-12-01 09:26:22"
"C:\Users\ilona.mikucionyte\Downloads\CSV1138076710.csv","0,000858306884765625","2022-10-07 11:42:18"
"C:\Users\ilona.mikucionyte\Downloads\CSV1138543778.csv","0,000858306884765625","2023-03-09 13:39:47"
"C:\Users\ilona.mikucionyte\Downloads\CSV1140932511.csv","0,00125885009765625","2022-07-13 09:08:51"
"C:\Users\ilona.mikucionyte\Downloads\CSV1143593643.csv","0,00165176391601563","2022-01-18 22:44:29"
"C:\Users\ilona.mikucionyte\Downloads\CSV1166495934.csv","0,000871658325195313","2022-04-25 15:05:53"
"C:\Users\ilona.mikucionyte\Downloads\CSV1172266903.csv","0,00128746032714844","2023-02-22 13:20:12"
"C:\Users\ilona.mikucionyte\Downloads\CSV1182959760.csv","0,00171089172363281","2023-02-09 07:32:46"
"C:\Users\ilona.mikucionyte\Downloads\CSV1188886076.csv","0,0033721923828125","2022-05-16 11:42:20"
"C:\Users\ilona.mikucionyte\Downloads\CSV1195847388.csv","0,000852584838867188","2023-02-14 14:43:00"
"C:\Users\ilona.mikucionyte\Downloads\CSV1202391169.csv","0,0312042236328125","2022-02-01 18:23:59"
"C:\Users\ilona.mikucionyte\Downloads\CSV1206134084.csv","0,000812530517578125","2022-08-09 11:46:58"
"C:\Users\ilona.mikucionyte\Downloads\CSV1206529729.csv","0,000827789306640625","2022-08-09 10:25:54"
"C:\Users\ilona.mikucionyte\Downloads\CSV121917504.csv","0,00480079650878906","2022-04-28 16:51:13"
"C:\Users\ilona.mikucionyte\Downloads\CSV121921956.csv","0,000873565673828125","2022-02-07 10:38:02"
"C:\Users\ilona.mikucionyte\Downloads\CSV1223514336.csv","0,00167465209960938","2023-03-10 08:36:37"
"C:\Users\ilona.mikucionyte\Downloads\CSV1224828943.csv","0,00271415710449219","2022-02-17 15:20:03"
"C:\Users\ilona.mikucionyte\Downloads\CSV1235917758.csv","0,000825881958007813","2022-04-05 07:30:20"
"C:\Users\ilona.mikucionyte\Downloads\CSV1239297660.csv","0,00131988525390625","2022-06-17 09:55:11"
"C:\Users\ilona.mikucionyte\Downloads\CSV1239586787.csv","0,0038299560546875","2022-08-19 18:36:32"
"C:\Users\ilona.mikucionyte\Downloads\CSV1247743922.csv","0,000822067260742188","2022-08-08 10:02:12"
"C:\Users\ilona.mikucionyte\Downloads\CSV1250854205.csv","0,000894546508789063","2022-04-21 08:46:06"
"C:\Users\ilona.mikucionyte\Downloads\CSV1257964602.csv","0,000858306884765625","2022-07-05 15:19:45"
"C:\Users\ilona.mikucionyte\Downloads\CSV1263189120.csv","0,00384712219238281","2023-01-20 22:23:31"
"C:\Users\ilona.mikucionyte\Downloads\CSV1264193390.csv","0,000829696655273438","2022-04-05 07:48:02"
"C:\Users\ilona.mikucionyte\Downloads\CSV1272044669.csv","0,00121879577636719","2022-06-28 10:23:12"
"C:\Users\ilona.mikucionyte\Downloads\CSV1272089818.csv","0,000833511352539063","2022-08-16 15:41:32"
"C:\Users\ilona.mikucionyte\Downloads\CSV1272206202.csv","0,000823974609375","2022-07-26 14:14:28"
"C:\Users\ilona.mikucionyte\Downloads\CSV1282716999.csv","0,000802993774414063","2022-05-17 09:06:16"
"C:\Users\ilona.mikucionyte\Downloads\CSV1289597623.csv","0,00135040283203125","2022-02-24 06:20:38"
"C:\Users\ilona.mikucionyte\Downloads\CSV1293482742.csv","0,00168418884277344","2022-05-03 09:58:21"
"C:\Users\ilona.mikucionyte\Downloads\CSV1312518242.csv","0,000804901123046875","2023-03-06 08:36:54"
"C:\Users\ilona.mikucionyte\Downloads\CSV1317824163.csv","0,00119590759277344","2022-08-18 16:25:54"
"C:\Users\ilona.mikucionyte\Downloads\CSV1320508572.csv","0,000598907470703125","2022-08-16 15:43:41"
"C:\Users\ilona.mikucionyte\Downloads\CSV1322345208.csv","0,00168609619140625","2022-05-25 21:55:34"
"C:\Users\ilona.mikucionyte\Downloads\CSV1324762338.csv","0,00134468078613281","2022-07-26 06:12:09"
"C:\Users\ilona.mikucionyte\Downloads\CSV1329839475.csv","0,0008087158203125","2022-07-14 08:11:03"
"C:\Users\ilona.mikucionyte\Downloads\CSV1332984747.csv","0,0008697509765625","2022-10-05 09:43:49"
"C:\Users\ilona.mikucionyte\Downloads\CSV1336316708.csv","0,000873565673828125","2022-05-26 20:15:25"
"C:\Users\ilona.mikucionyte\Downloads\CSV1349266819.csv","0,000818252563476563","2022-04-28 19:56:54"
"C:\Users\ilona.mikucionyte\Downloads\CSV1354882981.csv","0,00123977661132813","2023-03-07 08:10:32"
"C:\Users\ilona.mikucionyte\Downloads\CSV1358834622.csv","0,000833511352539063","2023-01-04 16:50:10"
"C:\Users\ilona.mikucionyte\Downloads\CSV1367313919.csv","0,00132179260253906","2022-04-25 15:17:41"
"C:\Users\ilona.mikucionyte\Downloads\CSV1369776882.csv","0,000822067260742188","2022-05-25 21:56:30"
"C:\Users\ilona.mikucionyte\Downloads\CSV1374169327.csv","0,00200462341308594","2022-02-18 19:33:33"
"C:\Users\ilona.mikucionyte\Downloads\CSV1374577893.csv","0,00125694274902344","2022-06-17 06:42:54"
"C:\Users\ilona.mikucionyte\Downloads\CSV137532059.csv","0,00145912170410156","2022-03-21 06:22:08"
"C:\Users\ilona.mikucionyte\Downloads\CSV1379638579.csv","0,000875473022460938","2022-12-01 09:24:25"
"C:\Users\ilona.mikucionyte\Downloads\CSV1382774314.csv","0,0009307861328125","2022-04-19 07:40:22"
"C:\Users\ilona.mikucionyte\Downloads\CSV1386100772.csv","0,000804901123046875","2023-03-03 15:45:04"
"C:\Users\ilona.mikucionyte\Downloads\CSV1393256471.csv","0,0008087158203125","2022-04-28 19:56:36"
"C:\Users\ilona.mikucionyte\Downloads\CSV1393259410.csv","0,00260162353515625","2022-02-11 07:35:58"
"C:\Users\ilona.mikucionyte\Downloads\CSV1397548025.csv","0,00284767150878906","2022-01-25 16:31:42"
"C:\Users\ilona.mikucionyte\Downloads\CSV1397802241.csv","0,0013580322265625","2022-08-17 17:29:27"
"C:\Users\ilona.mikucionyte\Downloads\CSV139872735.csv","0,00165367126464844","2023-01-17 21:18:22"
"C:\Users\ilona.mikucionyte\Downloads\CSV1410298526.csv","0,00122833251953125","2022-12-16 08:31:43"
"C:\Users\ilona.mikucionyte\Downloads\CSV1410957305.csv","0,00179862976074219","2022-06-17 06:34:41"
"C:\Users\ilona.mikucionyte\Downloads\CSV1415109176.csv","0,000766754150390625","2022-08-12 09:16:44"
"C:\Users\ilona.mikucionyte\Downloads\CSV1424046609.csv","0,0008544921875","2023-02-28 19:13:05"
"C:\Users\ilona.mikucionyte\Downloads\CSV1430304509.csv","0,00165939331054688","2022-04-25 15:06:20"
"C:\Users\ilona.mikucionyte\Downloads\CSV1435442422.csv","0,001617431640625","2022-05-18 07:49:12"
"C:\Users\ilona.mikucionyte\Downloads\CSV1451075764.csv","0,00086212158203125","2022-11-23 20:59:44"
"C:\Users\ilona.mikucionyte\Downloads\CSV1460371145.csv","0,00123405456542969","2022-04-19 09:37:08"
"C:\Users\ilona.mikucionyte\Downloads\CSV1468235690.csv","0,00714874267578125","2022-02-10 12:25:20"
"C:\Users\ilona.mikucionyte\Downloads\CSV146956362.csv","0,00041961669921875","2023-02-22 06:41:15"
"C:\Users\ilona.mikucionyte\Downloads\CSV1478278074.csv","0,00123977661132813","2023-01-25 12:37:58"
"C:\Users\ilona.mikucionyte\Downloads\CSV149024913.csv","0,00125694274902344","2022-07-22 18:34:53"
"C:\Users\ilona.mikucionyte\Downloads\CSV1505157154.csv","0,00041961669921875","2022-03-23 06:16:17"
"C:\Users\ilona.mikucionyte\Downloads\CSV1512038220.csv","0,001373291015625","2022-08-02 18:37:28"
"C:\Users\ilona.mikucionyte\Downloads\CSV1513929452.csv","0,0008697509765625","2022-05-02 09:32:51"
"C:\Users\ilona.mikucionyte\Downloads\CSV1530612495.csv","0,000822067260742188","2022-07-15 06:05:50"
"C:\Users\ilona.mikucionyte\Downloads\CSV1543695050.csv","0,000850677490234375","2022-11-25 18:33:25"
"C:\Users\ilona.mikucionyte\Downloads\CSV1549487337.csv","0,000843048095703125","2023-02-09 07:07:58"
"C:\Users\ilona.mikucionyte\Downloads\CSV1551201536.csv","0,000837326049804688","2022-08-19 19:09:41"
"C:\Users\ilona.mikucionyte\Downloads\CSV1556341894.csv","0,000873565673828125","2023-02-17 20:18:08"
"C:\Users\ilona.mikucionyte\Downloads\CSV1559000354.csv","0,000881195068359375","2023-03-08 10:32:05"
"C:\Users\ilona.mikucionyte\Downloads\CSV1562432147.csv","0,00254440307617188","2022-07-20 15:30:41"
"C:\Users\ilona.mikucionyte\Downloads\CSV1581876801.csv","0,00212478637695313","2022-05-03 09:58:30"
"C:\Users\ilona.mikucionyte\Downloads\CSV1582401453.csv","0,000822067260742188","2022-08-08 10:03:24"
"C:\Users\ilona.mikucionyte\Downloads\CSV1593922552.csv","0,0012664794921875","2022-07-26 06:14:43"
"C:\Users\ilona.mikucionyte\Downloads\CSV1600447440.csv","0,00271224975585938","2022-05-20 07:43:56"
"C:\Users\ilona.mikucionyte\Downloads\CSV1607232183.csv","0,00325202941894531","2022-05-31 10:33:33"
"C:\Users\ilona.mikucionyte\Downloads\CSV1611444416.csv","0,00384712219238281","2023-01-20 22:25:42"
"C:\Users\ilona.mikucionyte\Downloads\CSV162092718.csv","0,00131988525390625","2023-03-07 08:44:26"
"C:\Users\ilona.mikucionyte\Downloads\CSV1629595623.csv","0,000818252563476563","2022-04-28 20:05:27"
"C:\Users\ilona.mikucionyte\Downloads\CSV1635161375.csv","0,00165939331054688","2022-04-25 15:08:17"
"C:\Users\ilona.mikucionyte\Downloads\CSV163530931.csv","0,00124740600585938","2023-03-10 07:20:46"
"C:\Users\ilona.mikucionyte\Downloads\CSV1638569486.csv","0,000787734985351563","2022-06-06 15:28:10"
"C:\Users\ilona.mikucionyte\Downloads\CSV1640865265.csv","0,000886917114257813","2023-02-28 19:18:57"
"C:\Users\ilona.mikucionyte\Downloads\CSV1642475194.csv","0,00178146362304688","2023-01-24 08:34:18"
"C:\Users\ilona.mikucionyte\Downloads\CSV166150772.csv","0,00188064575195313","2023-03-10 08:27:04"
"C:\Users\ilona.mikucionyte\Downloads\CSV1662394663.csv","0,00217437744140625","2022-05-05 06:53:53"
"C:\Users\ilona.mikucionyte\Downloads\CSV1663009668.csv","0,000820159912109375","2023-02-24 12:10:08"
"C:\Users\ilona.mikucionyte\Downloads\CSV1665144842.csv","0,00118637084960938","2022-12-02 06:27:48"
"C:\Users\ilona.mikucionyte\Downloads\CSV1666369867.csv","0,001556396484375","2022-02-08 06:04:18"
"C:\Users\ilona.mikucionyte\Downloads\CSV1688819461.csv","0,000864028930664063","2022-04-21 06:18:39"
"C:\Users\ilona.mikucionyte\Downloads\CSV1691509252.csv","0,00269889831542969","2022-06-15 12:26:31"
"C:\Users\ilona.mikucionyte\Downloads\CSV1691674353.csv","0,000799179077148438","2022-03-08 07:37:21"
"C:\Users\ilona.mikucionyte\Downloads\CSV1698553911.csv","0,00126266479492188","2022-05-16 11:40:34"
"C:\Users\ilona.mikucionyte\Downloads\CSV1698829352.csv","0,00214195251464844","2023-01-23 09:17:21"
"C:\Users\ilona.mikucionyte\Downloads\CSV170388581.csv","0,000898361206054688","2022-06-10 19:16:33"
"C:\Users\ilona.mikucionyte\Downloads\CSV1714071973.csv","0,000888824462890625","2022-05-02 12:40:15"
"C:\Users\ilona.mikucionyte\Downloads\CSV1728998867.csv","0,000871658325195313","2022-04-25 15:14:32"
"C:\Users\ilona.mikucionyte\Downloads\CSV1732007155.csv","0,00168609619140625","2022-05-25 21:55:38"
"C:\Users\ilona.mikucionyte\Downloads\CSV1735576278.csv","0,00124359130859375","2022-06-17 12:49:10"
"C:\Users\ilona.mikucionyte\Downloads\CSV1736948419.csv","0,0553226470947266","2022-02-12 08:12:06"
"C:\Users\ilona.mikucionyte\Downloads\CSV1737537071.csv","0,0008544921875","2022-06-29 10:35:51"
"C:\Users\ilona.mikucionyte\Downloads\CSV1743534255.csv","0,000782012939453125","2023-03-10 08:22:41"
"C:\Users\ilona.mikucionyte\Downloads\CSV1744268756.csv","0,000822067260742188","2022-08-08 09:59:44"
"C:\Users\ilona.mikucionyte\Downloads\CSV1766026923.csv","0,00223350524902344","2022-04-25 15:16:05"
"C:\Users\ilona.mikucionyte\Downloads\CSV1772279747.csv","0,00168991088867188","2022-04-05 08:23:37"
"C:\Users\ilona.mikucionyte\Downloads\CSV1774152219.csv","0,0017547607421875","2022-11-22 17:13:09"
"C:\Users\ilona.mikucionyte\Downloads\CSV1778477224.csv","0,00168991088867188","2022-03-21 06:33:12"
"C:\Users\ilona.mikucionyte\Downloads\CSV1782213218.csv","0,00167274475097656","2022-05-30 07:05:14"
"C:\Users\ilona.mikucionyte\Downloads\CSV1785030189.csv","0,000942230224609375","2023-03-10 08:24:52"
"C:\Users\ilona.mikucionyte\Downloads\CSV1786690440.csv","0,0222129821777344","2022-01-25 12:58:25"
"C:\Users\ilona.mikucionyte\Downloads\CSV1789266476.csv","0,00247001647949219","2022-08-24 09:18:07"
"C:\Users\ilona.mikucionyte\Downloads\CSV179766704.csv","0,0008697509765625","2022-05-02 10:04:59"
"C:\Users\ilona.mikucionyte\Downloads\CSV1797885478.csv","0,000850677490234375","2022-03-10 06:58:53"
"C:\Users\ilona.mikucionyte\Downloads\CSV1812025780.csv","0,00166702270507813","2022-07-22 18:58:52"
"C:\Users\ilona.mikucionyte\Downloads\CSV1828434270.csv","0,0007781982421875","2022-10-20 10:02:49"
"C:\Users\ilona.mikucionyte\Downloads\CSV1829350840.csv","0,0149116516113281","2022-02-21 06:35:48"
"C:\Users\ilona.mikucionyte\Downloads\CSV1829351474.csv","0,00041961669921875","2022-03-07 06:23:58"
"C:\Users\ilona.mikucionyte\Downloads\CSV1831623613.csv","0,000837326049804688","2022-08-19 18:38:51"
"C:\Users\ilona.mikucionyte\Downloads\CSV1834902751.csv","0,00130462646484375","2023-02-07 07:34:25"
"C:\Users\ilona.mikucionyte\Downloads\CSV1838860109.csv","0,000850677490234375","2023-02-22 08:18:27"
"C:\Users\ilona.mikucionyte\Downloads\CSV184500369.csv","0,00217819213867188","2022-08-12 09:18:39"
"C:\Users\ilona.mikucionyte\Downloads\CSV1852530151.csv","0,000873565673828125","2022-05-26 20:14:54"
"C:\Users\ilona.mikucionyte\Downloads\CSV1863849333.csv","0,00125503540039063","2022-05-17 07:41:17"
"C:\Users\ilona.mikucionyte\Downloads\CSV1864681061.csv","0,0038909912109375","2022-01-25 16:28:29"
"C:\Users\ilona.mikucionyte\Downloads\CSV1867067694.csv","0,00166702270507813","2022-07-22 18:51:52"
"C:\Users\ilona.mikucionyte\Downloads\CSV1876958610.csv","0,00128936767578125","2022-08-18 20:46:10"
"C:\Users\ilona.mikucionyte\Downloads\CSV1880200105.csv","0,0012664794921875","2022-07-26 06:14:24"
"C:\Users\ilona.mikucionyte\Downloads\CSV1885858395.csv","0,000806808471679688","2023-02-09 07:11:02"
"C:\Users\ilona.mikucionyte\Downloads\CSV188673487.csv","0,00241279602050781","2023-01-27 06:20:27"
"C:\Users\ilona.mikucionyte\Downloads\CSV189798633.csv","0,00183677673339844","2022-04-25 15:08:34"
"C:\Users\ilona.mikucionyte\Downloads\CSV190080547.csv","0,00168609619140625","2022-05-25 21:54:53"
"C:\Users\ilona.mikucionyte\Downloads\CSV1910311287.csv","0,00128173828125","2022-06-13 06:14:16"
"C:\Users\ilona.mikucionyte\Downloads\CSV1910921310.csv","0,000776290893554688","2023-03-10 08:16:54"
"C:\Users\ilona.mikucionyte\Downloads\CSV191607203.csv","0,00566482543945313","2022-02-09 07:38:57"
"C:\Users\ilona.mikucionyte\Downloads\CSV1929677242.csv","0,00201034545898438","2023-02-22 06:41:34"
"C:\Users\ilona.mikucionyte\Downloads\CSV194274564.csv","0,00332069396972656","2022-12-16 08:25:42"
"C:\Users\ilona.mikucionyte\Downloads\CSV1942981529.csv","0,000896453857421875","2022-06-07 22:08:47"
"C:\Users\ilona.mikucionyte\Downloads\CSV1947870534.csv","0,000856399536132813","2022-05-18 06:08:34"
"C:\Users\ilona.mikucionyte\Downloads\CSV1950063560.csv","0,00934410095214844","2023-03-01 22:24:46"
"C:\Users\ilona.mikucionyte\Downloads\CSV195076053.csv","0,00041961669921875","2022-03-23 06:15:45"
"C:\Users\ilona.mikucionyte\Downloads\CSV1956276931.csv","0,00130271911621094","2022-07-14 10:25:08"
"C:\Users\ilona.mikucionyte\Downloads\CSV1979996100.csv","0,00126075744628906","2022-01-18 22:45:57"
"C:\Users\ilona.mikucionyte\Downloads\CSV1985154780.csv","0,0306949615478516","2022-02-01 18:22:42"
"C:\Users\ilona.mikucionyte\Downloads\CSV1985173576.csv","0,000766754150390625","2022-01-25 08:45:07"
"C:\Users\ilona.mikucionyte\Downloads\CSV1988049308.csv","0,00130081176757813","2022-07-12 09:44:33"
"C:\Users\ilona.mikucionyte\Downloads\CSV1988990964.csv","0,00738143920898438","2022-02-14 16:58:04"
"C:\Users\ilona.mikucionyte\Downloads\CSV1989897736.csv","0,00270843505859375","2022-04-25 15:11:30"
"C:\Users\ilona.mikucionyte\Downloads\CSV1992887374.csv","0,00120162963867188","2022-08-11 06:15:40"
"C:\Users\ilona.mikucionyte\Downloads\CSV2003759720.csv","0,000867843627929688","2022-07-28 06:29:12"
"C:\Users\ilona.mikucionyte\Downloads\CSV2006694186.csv","0,000852584838867188","2023-03-10 08:15:34"
"C:\Users\ilona.mikucionyte\Downloads\CSV2007042674.csv","0,0016937255859375","2022-05-26 19:18:59"
"C:\Users\ilona.mikucionyte\Downloads\CSV2012914795.csv","0,00738143920898438","2022-02-14 16:59:03"
"C:\Users\ilona.mikucionyte\Downloads\CSV2013212731.csv","0,000822067260742188","2023-02-07 07:31:39"
"C:\Users\ilona.mikucionyte\Downloads\CSV2020778426.csv","0,000822067260742188","2022-05-25 21:57:47"
"C:\Users\ilona.mikucionyte\Downloads\CSV2023095626.csv","0,00349807739257813","2023-03-10 08:40:56"
"C:\Users\ilona.mikucionyte\Downloads\CSV2023664358.csv","0,00280952453613281","2022-01-24 07:22:46"
"C:\Users\ilona.mikucionyte\Downloads\CSV2025811078.csv","0,00243568420410156","2022-04-05 07:32:30"
"C:\Users\ilona.mikucionyte\Downloads\CSV2036290047.csv","0,000865936279296875","2023-01-10 06:11:17"
"C:\Users\ilona.mikucionyte\Downloads\CSV2037873474.csv","0,00508499145507813","2022-04-27 16:00:17"
"C:\Users\ilona.mikucionyte\Downloads\CSV2039695178.csv","0,000883102416992188","2023-01-12 10:44:23"
"C:\Users\ilona.mikucionyte\Downloads\CSV2042755003.csv","0,0012969970703125","2023-01-19 17:00:15"
