"Name","Size(MB)","LastModified"
"C:\Users\laura.aviltyte\3D Objects","0","12/10/2021 3:22:50 PM"
"C:\Users\laura.aviltyte\Contacts","0","12/10/2021 3:22:50 PM"
"C:\Users\laura.aviltyte\Desktop","0","1/4/2023 4:29:39 PM"
"C:\Users\laura.aviltyte\Documents","0","1/2/2023 4:56:35 PM"
"C:\Users\laura.aviltyte\Downloads","4.3089485168457","3/9/2023 3:18:01 PM"
"C:\Users\laura.aviltyte\Favorites","0.0001983642578125","12/10/2021 3:22:50 PM"
"C:\Users\laura.aviltyte\Links","0.00144290924072266","12/10/2021 3:22:51 PM"
"C:\Users\laura.aviltyte\Music","0","12/10/2021 3:22:51 PM"
"C:\Users\laura.aviltyte\OneDrive","0","12/10/2021 3:24:06 PM"
"C:\Users\laura.aviltyte\OneDrive - Narbutas","331.602459907532","3/10/2023 8:13:29 AM"
"C:\Users\laura.aviltyte\Saved Games","0","12/10/2021 3:22:51 PM"
"C:\Users\laura.aviltyte\Searches","0.000819206237792969","12/10/2021 3:23:39 PM"
"C:\Users\laura.aviltyte\TOSHIBA","0.0226402282714844","12/14/2021 1:59:05 PM"
"C:\Users\laura.aviltyte\Tracing","0.8203125","12/16/2021 1:18:47 PM"
"C:\Users\laura.aviltyte\Videos","0","12/14/2021 8:02:40 AM"
"C:\Users\laura.aviltyte\Downloads\03-03 Mantui (1).xlsm","0.529565811157227","2/21/2023 2:53:45 PM"
"C:\Users\laura.aviltyte\Downloads\03-03 Mantui.xlsm","0.529565811157227","2/21/2023 2:53:30 PM"
"C:\Users\laura.aviltyte\Downloads\100574.pdf","1.44155216217041","12/8/2022 11:42:46 AM"
"C:\Users\laura.aviltyte\Downloads\Bonus60.application","0.00534248352050781","10/26/2022 1:52:53 PM"
"C:\Users\laura.aviltyte\Downloads\dcbb535bdcca42988c6fc5b03f1a83c0-stickers.pdf","0.183047294616699","11/30/2022 12:09:29 PM"
"C:\Users\laura.aviltyte\Downloads\DPD-label-05807000600255.pdf","0.406896591186523","1/4/2023 10:57:10 AM"
"C:\Users\laura.aviltyte\Downloads\keskus.pdf","1.04945087432861","12/2/2022 2:41:49 PM"
"C:\Users\laura.aviltyte\Downloads\LMS-10002174-LMS-1.pdf","0.0317039489746094","10/20/2022 2:02:35 PM"
"C:\Users\laura.aviltyte\Downloads\Pra?ymas. Avanso atsisakymas.pdf","0.109951019287109","12/14/2022 1:25:50 PM"
"C:\Users\laura.aviltyte\Downloads\S20221031-136273.pdf","0.0218725204467773","11/23/2022 3:56:56 PM"
"C:\Users\laura.aviltyte\Favorites\Links","0","3/17/2022 8:06:17 AM"
"C:\Users\laura.aviltyte\Favorites\Bing.url","0.0001983642578125","3/17/2022 8:06:17 AM"
"C:\Users\laura.aviltyte\Links\Desktop.lnk","0.000501632690429688","12/10/2021 3:22:51 PM"
"C:\Users\laura.aviltyte\Links\Downloads.lnk","0.000941276550292969","12/10/2021 3:22:51 PM"
"C:\Users\laura.aviltyte\OneDrive - Narbutas\Desktop","130.111235618591","3/9/2023 10:00:27 AM"
"C:\Users\laura.aviltyte\OneDrive - Narbutas\Documents","3.33537864685059","3/6/2023 8:25:26 AM"
"C:\Users\laura.aviltyte\OneDrive - Narbutas\Microsoft Teams Chat Files","93.0029058456421","1/11/2023 8:13:08 AM"
"C:\Users\laura.aviltyte\OneDrive - Narbutas\Pictures","1.35175895690918","3/6/2023 8:25:26 AM"
"C:\Users\laura.aviltyte\OneDrive - Narbutas\?ra?ai","103.801180839539","1/2/2023 4:56:31 PM"
"C:\Users\laura.aviltyte\OneDrive - Narbutas\Desktop\dokai","2.0333137512207","2/2/2023 9:51:30 AM"
"C:\Users\laura.aviltyte\OneDrive - Narbutas\Desktop\Dokumentai","109.787016868591","3/8/2023 2:38:57 PM"
"C:\Users\laura.aviltyte\OneDrive - Narbutas\Desktop\Hellmann brokas","1.33396816253662","12/16/2022 2:10:21 PM"
"C:\Users\laura.aviltyte\OneDrive - Narbutas\Desktop\LT Vilnius-Kaunas","1.28737258911133","1/18/2023 1:21:57 PM"
"C:\Users\laura.aviltyte\OneDrive - Narbutas\Desktop\sf","12.8125333786011","3/9/2023 10:02:32 AM"
"C:\Users\laura.aviltyte\OneDrive - Narbutas\Desktop\03-03 Mantui.xlsm","0.529565811157227","2/21/2023 2:51:17 PM"
